prime_award_unique_key,prime_award_piid,prime_award_parent_piid,prime_award_amount,prime_award_base_action_date,prime_award_base_action_date_fiscal_year,prime_award_awarding_agency_code,prime_award_awarding_agency_name,prime_award_awarding_sub_agency_code,prime_award_awarding_sub_agency_name,prime_award_awarding_office_code,prime_award_awarding_office_name,prime_award_funding_agency_code,prime_award_funding_agency_name,prime_award_funding_sub_agency_code,prime_award_funding_sub_agency_name,prime_award_funding_office_code,prime_award_funding_office_name,prime_award_treasury_accounts_funding_this_award,prime_award_federal_accounts_funding_this_award,prime_awardee_duns,prime_awardee_name,prime_awardee_dba_name,prime_awardee_parent_duns,prime_awardee_parent_name,prime_awardee_country_code,prime_awardee_country_name,prime_awardee_address_line_1,prime_awardee_city_name,prime_awardee_state_code,prime_awardee_state_name,prime_awardee_zip_code,prime_awardee_congressional_district,prime_awardee_foreign_postal_code,prime_awardee_business_types,prime_award_primary_place_of_performance_city_name,prime_award_primary_place_of_performance_state_code,prime_award_primary_place_of_performance_state_name,prime_award_primary_place_of_performance_address_zip_code,prime_award_primary_place_of_performance_congressional_district,prime_award_primary_place_of_performance_country_code,prime_award_primary_place_of_performance_country_name,prime_award_description,prime_award_naics_code,prime_award_naics_description,subaward_type,subaward_report_year,subaward_report_month,subaward_number,subaward_amount,subaward_action_date,subaward_action_date_fiscal_year,subawardee_duns,subawardee_name,subawardee_dba_name,subawardee_parent_duns,subawardee_parent_name,subawardee_country_code,subawardee_country_name,subawardee_address_line_1,subawardee_city_name,subawardee_state_code,subawardee_state_name,subawardee_zip_code,subawardee_congressional_district,subawardee_foreign_postal_code,subawardee_business_types,subaward_primary_place_of_performance_address_line_1,subaward_primary_place_of_performance_city_name,subaward_primary_place_of_performance_state_code,subaward_primary_place_of_performance_state_name,subaward_primary_place_of_performance_address_zip_code,subaward_primary_place_of_performance_congressional_district,subaward_primary_place_of_performance_country_code,subaward_primary_place_of_performance_country_name,subaward_description,subawardee_highly_compensated_officer_1_name,subawardee_highly_compensated_officer_1_amount,subawardee_highly_compensated_officer_2_name,subawardee_highly_compensated_officer_2_amount,subawardee_highly_compensated_officer_3_name,subawardee_highly_compensated_officer_3_amount,subawardee_highly_compensated_officer_4_name,subawardee_highly_compensated_officer_4_amount,subawardee_highly_compensated_officer_5_name,subawardee_highly_compensated_officer_5_amount
CONT_AWD_HHSD2002010372170002_7523_HHSD200201037217I_7523,HHSD2002010372170002,HHSD200201037217I,11897265.00,2011-05-02,2011,075,Department of Health and Human Services (HHS),7523,CENTERS FOR DISEASE CONTROL,00200,DEPT OF HHS/CENTERS FOR DISEASE CONTROL,075,Department of Health and Human Services (HHS),7523,CENTERS FOR DISEASE CONTROL,00200,DEPT OF HHS/CENTERS FOR DISEASE CONTROL,075-2012/2012-0943-000;075-2012/2012-0949-000;075-2012/2012-0951-000;075-2012/2012-0955-000;075-2012/2012-0956-000;075-2013/2013-0949-000;075-2013/2013-0951-000;075-2013/2013-0956-000;075-2013/2013-0959-000,075-0943;075-0949;075-0951;075-0955;075-0956;075-0959,064681021,NORTHROP GRUMMAN INFORMATION TECHNOLOGY INC,CIVILIAN AGENCIES,967356127,NORTHROP GRUMMAN CORPORATION,USA,UNITED STATES,7575 COLSHIRE DR,MCLEAN,VA,,221027508,08,,"Contracts and Grants,For-Profit Organization",McLean,GA,,303292206,05,USA,UNITED STATES,INFORMATION MANAGEMENT SERVICES FOR NCEZID,541512,COMPUTER SYSTEMS DESIGN SERVICES,sub-contract,2014,5,7500093271,1237423.00,2011-06-29,2011,876443623,"PERCUSSION SOFTWARE, INC.",,,,USA,UNITED STATES,600 UNICORN PARK DR FL 3,WOBURN,MA,,018013343,07,,"Contracts and Grants,For-Profit Organization,S Corporation",,WOBURN,MA,,018013376,07,USA,UNITED STATES,Professional engineering services,,,,,,,,,,
CONT_AWD_HHSD2002010372170002_7523_HHSD200201037217I_7523,HHSD2002010372170002,HHSD200201037217I,11897265.00,2011-05-02,2011,075,Department of Health and Human Services (HHS),7523,CENTERS FOR DISEASE CONTROL,00200,DEPT OF HHS/CENTERS FOR DISEASE CONTROL,075,Department of Health and Human Services (HHS),7523,CENTERS FOR DISEASE CONTROL,00200,DEPT OF HHS/CENTERS FOR DISEASE CONTROL,075-2012/2012-0943-000;075-2012/2012-0949-000;075-2012/2012-0951-000;075-2012/2012-0955-000;075-2012/2012-0956-000;075-2013/2013-0949-000;075-2013/2013-0951-000;075-2013/2013-0956-000;075-2013/2013-0959-000,075-0943;075-0949;075-0951;075-0955;075-0956;075-0959,064681021,NORTHROP GRUMMAN INFORMATION TECHNOLOGY INC,CIVILIAN AGENCIES,967356127,NORTHROP GRUMMAN CORPORATION,USA,UNITED STATES,7575 COLSHIRE DR,MCLEAN,VA,,221027508,08,,"Contracts and Grants,For-Profit Organization",McLean,GA,,303292206,05,USA,UNITED STATES,INFORMATION MANAGEMENT SERVICES FOR NCEZID,541512,COMPUTER SYSTEMS DESIGN SERVICES,sub-contract,2014,5,7500102430,530985.00,2012-04-16,2012,602352924,"PARTNERS IN HEALTH, A NONPROFIT CORPORATION",,,,USA,UNITED STATES,888 COMMONWEALTH AVE 3RD FL,BOSTON,MA,,022151205,08,,"Grants,Nonprofit Organization",,BOSTON,MA,,022151205,08,USA,UNITED STATES,Professional engineering services,,,,,,,,,,
CONT_AWD_HHSD2002010372170002_7523_HHSD200201037217I_7523,HHSD2002010372170002,HHSD200201037217I,11897265.00,2011-05-02,2011,075,Department of Health and Human Services (HHS),7523,CENTERS FOR DISEASE CONTROL,00200,DEPT OF HHS/CENTERS FOR DISEASE CONTROL,075,Department of Health and Human Services (HHS),7523,CENTERS FOR DISEASE CONTROL,00200,DEPT OF HHS/CENTERS FOR DISEASE CONTROL,075-2012/2012-0943-000;075-2012/2012-0949-000;075-2012/2012-0951-000;075-2012/2012-0955-000;075-2012/2012-0956-000;075-2013/2013-0949-000;075-2013/2013-0951-000;075-2013/2013-0956-000;075-2013/2013-0959-000,075-0943;075-0949;075-0951;075-0955;075-0956;075-0959,064681021,NORTHROP GRUMMAN INFORMATION TECHNOLOGY INC,CIVILIAN AGENCIES,967356127,NORTHROP GRUMMAN CORPORATION,USA,UNITED STATES,7575 COLSHIRE DR,MCLEAN,VA,,221027508,08,,"Contracts and Grants,For-Profit Organization",McLean,GA,,303292206,05,USA,UNITED STATES,INFORMATION MANAGEMENT SERVICES FOR NCEZID,541512,COMPUTER SYSTEMS DESIGN SERVICES,sub-contract,2014,5,7500093300,319249.00,2011-06-29,2011,138258038,"SAPPHIRE TECHNOLOGIES, LP",SAPPHIRE TECHNOLOGIES NORTH AMERICA,413860701,RANDSTAD HOLDING Nv,USA,UNITED STATES,"10 PRESIDENTIAL WAY, STE-101",WOBURN,MA,,018015118,07,,"Contracts and Grants,For-Profit Organization",,WOBURN,MA,,018011100,07,USA,UNITED STATES,Professional engineering services,,,,,,,,,,
CONT_AWD_HHSA29032005T_7528_HHSA290201000025I_7528,HHSA29032005T,HHSA290201000025I,11145087.00,2012-09-25,2012,075,Department of Health and Human Services (HHS),7528,AGENCY FOR HEALTH CARE POLICY AND RESEARCH,00290,"PHS AHRQ, HHS, ROCKVILLE, MD",075,Department of Health and Human Services (HHS),7528,AGENCY FOR HEALTH CARE POLICY AND RESEARCH,00290,"PHS AHRQ, HHS, ROCKVILLE, MD",075-2013/2013-1700-000;075-2014/2014-1700-000;075-2015/2015-1700-000,075-1700,172851412,HEALTH RESEARCH AND EDUCATIONAL TRUST,,051064566,AMERICAN HOSPITAL ASSOCIATION INC,USA,UNITED STATES,155 N WACKER DR STE 400,CHICAGO,IL,,606064425,07,,"Contracts and Grants,Nonprofit Organization",Chicago,IL,,606061719,07,USA,UNITED STATES,SUPPORT- PROFESSIONAL: OTHER,541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,sub-contract,2015,1,80801-Harvard OPY2 Amendment,1422000.00,2014-11-06,2015,149617367,"HARVARD COLLEGE, PRESIDENT & FELLOWS OF",HARVARD SCHOOL OF PUBLIC HEALTH,001963263,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,USA,UNITED STATES,677 HUNTINGTON AVE,BOSTON,MA,,021156028,07,,"Contracts and Grants,Educational Institution,Nonprofit Organization,Private University or College",,Boston,MA,,021156028,07,USA,UNITED STATES,"FIRST AMENDMENT TO ORIGINAL SUBCONTRACT
 
 This is the first Amendment to the Subcontract entered into on the 14th day of October, by and between the Presidents and Fellows of Harvard College on behalf of Harvard School of Public Health (the  Subcontractor ), with offices at 677 Huntington Ave, Boston, MA 02115, and the Health Research & Educational Trust ( HRET ), with offices at 155 N. Wacker Drive, Chicago, IL 60606. 
 
 The purpose of this amendment is to exercise the Option Year 2 of the subcontract for the period of September 30, 2014 through September 29, 2015; increase the total maximum subcontract value from $697,877 to $1,422,000 to cover required Harvard work through September 29, 2015; modify the scope of work; and to amend the required billing cycle from monthly to quarterly. 
 
 *HRET is required per the terms of the contract to submit monthly invoices to AHRQ and it is possible that AHRQ may require Harvard to submit invoices on a monthly cycle.
  
 
 Scope of Work; Working under the direction of HRET Project Director, Stephen Hines, as a subcontractor to HRET s contract from the Agency for Healthcare Research and Quality (AHRQ) HHSA290201000025I Task Order #5  AHRQ s Safety Program for Ambulatory Surgery , Harvard School of Public Health, will assist HRET in Implementation of the AHRQ SUSP Ambulatory Surgery national project through providing expert input into overall strategy, assisting in monitoring key project metrics, providing necessary checklists, assisting in the development of the course design guide and improvement materials, and in training master trainers and change agents to support project s implementation. HSPH will also provide feedback to Westat regarding the SOPS for Ambulatory Surgery survey that will be developed.
 
  Key Personnel:   
 The following individual/positions are designated as the key personnel under this Agreement:
   Atul Gawande, MD
   William Berry, MD
 
 Pre-existing Subcontractor Intellectual Property: The Parties acknowledge the Subcontractor plans to use and/or deliver the following pre-existing Intellectual Property Rights in the performance of this Agreement:
 
 _NONE
 
 Tasks: 
 
 i. Participate in HRET-led efforts to identify and recruit TEP members and to plan and execute all TEP meetings required under the contract. 
 ii. Support the design, creation and enhancement of improvement resources required under the contract, including resources for participating facilities and for connector organizations working with these facilities. Resources will include change packages (in electronic print forms), Powerpoint presentations for use in meetings and on webinars and video vignettes used to illustrate improvement concepts.. 
 iii. Provide feedback on the Ambulatory Surgery Center (ASC) Survey of Patient Safety Culture being developed by another HRET subcontractor and input on the ASC patient satisfaction measure being developed by CMS. 
 
 iv.        Supply checklists and other content relevant to the implementation guide and review and provide feedback on drafts of this document that HRET develops. 
 
 v. Support the implementation of ASC improvement activities by:
  
  a. Participating in the planning and execution of the stakeholder meeting.
            
  b.   Training the master trainers. This will require helping HRET to conceptualize what training activities and materials are needed, serving as active participants, in the planning and execution of these training activities and providing ongoing coaching for trainees to fully equip them to work with ASCs. 
             c.   Supporting national implementation activities by attending kickoff meetings, leading webinars, learning groups and conference calls with project participants, and mentoring other faculty performing these activities.  
 
 vi.        Assist in the selection of appropriate process and outcome measures for the project, provide feedback on resources that explain  the measures and their validity to participants as well as how their data can be submitted, and assist HRET in reviewing the data and preparing  reports for centers and the teams that are working with them. 
 
 vii. Have at least one person on monthly planning calls with AHRQ and provide information HRET needs to complete monthly and other reports to AHRQ.
 
 
 
 Deliverables:
 i. Supply checklists and other content relevant to the implementation guide and review and provide feedback on drafts of this document that HRET develops.   Provide information HRET needs to complete monthly and other reports to AHRQ.
 
 
 
  All other provisions remain in full force.
 
  IN WITNESS WHEREOF, the parties have executed this Agreement.
 
 
 Health Research & Educational Trust       Presidents and Fellows of Harvard College on behalf of the Harvard School of Public Health 
 155 N. Wacker Drive     
 Chicago, IL  60606           677 Huntington Avenue 
       Boston, MA 02115    ",,,,,,,,,,
CONT_AWD_HHSA29032005T_7528_HHSA290201000025I_7528,HHSA29032005T,HHSA290201000025I,11145087.00,2012-09-25,2012,075,Department of Health and Human Services (HHS),7528,AGENCY FOR HEALTH CARE POLICY AND RESEARCH,00290,"PHS AHRQ, HHS, ROCKVILLE, MD",075,Department of Health and Human Services (HHS),7528,AGENCY FOR HEALTH CARE POLICY AND RESEARCH,00290,"PHS AHRQ, HHS, ROCKVILLE, MD",075-2013/2013-1700-000;075-2014/2014-1700-000;075-2015/2015-1700-000,075-1700,172851412,HEALTH RESEARCH AND EDUCATIONAL TRUST,,051064566,AMERICAN HOSPITAL ASSOCIATION INC,USA,UNITED STATES,155 N WACKER DR STE 400,CHICAGO,IL,,606064425,07,,"Contracts and Grants,Nonprofit Organization",Chicago,IL,,606061719,07,USA,UNITED STATES,SUPPORT- PROFESSIONAL: OTHER,541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,sub-contract,2015,1,80801-IHI OPY2 Amendment,25000.00,2014-11-06,2015,363459905,INSTITUTE FOR HEALTHCARE IMPROVEMENT,IHI,363459905,INSTITUTE FOR HEALTHCARE IMPROVEMENT,USA,UNITED STATES,20 UNIVERSITY RD STE 7,Cambridge,MA,,021385815,08,,,,Cambridge,MD,,021385815,08,USA,UNITED STATES,"FIRST AMENDMENT TO ORIGINAL SUBCONTRACT
 
 This is the first Amendment to the Subcontract entered into on the 16th day of October, by and between the Institute for Healthcare Improvement. (the  Subcontractor ), with offices at 20 University Road, Cambridge, MA 02138, and the Health Research & Educational Trust ( HRET ), with offices at 155 N. Wacker Drive, Chicago, IL 60606. 
 
 The purpose of this amendment is to exercise the Option Year 2 of the subcontract for the period of September 30, 2014 through September 29, 2015. The total funding for Subcontractor s effort within the AHRQ Safety Program for Ambulatory Surgery in the Performance Period is ($ 25K U.S. Dollars).
 
 Scope of Work; Working under the direction of HRET Project Director, Stephen Hines, as a subcontractor to HRET s contract from the Agency for Healthcare Research and Quality (AHRQ) HHSA290201000025I Task Order #5  AHRQ s Safety Program for Ambulatory Surgery , The Institute for Healthcare Improvement will assist HRET in the  implementation of the  AHRQ SUSP Ambulatory Surgery national project through providing expert input into the design of the improvement & evaluation strategies & activities for HRET.                                                                                      Key Personnel: The following individual/positions are designated as key personnel under this Agreement:
   Don Goldman, MD
 Pre-existing Subcontractor Intellectual Property: The Parties acknowledge that Subcontractor plans to use and/or deliver the following pre-existing Intellectual Property Rights in its performance of this Agreement:
 
 NONE
 
 Tasks: 
  i. Provide staff time for input into the design of the improvement & evaluation strategies & activities for HRET. 
 ii.         Participate in Partner Calls and update meetings. 
 iii. Support the review and provide feedback regarding educational materials targeting ambulatory surgery settings.
 .
 
 Deliverables:
 
 i.        Provide information HRET needs to complete monthly reports to AHRQ..
 Delivery Schedule:
 Deliverable-narrative report of activities, Due date- 15 days after each month
 
  All other provisions remain in full force.
 
  IN WITNESS WHEREOF, the parties have executed this Agreement.
 
 
 Health Research & Educational Trust       Institute for Healthcare Improvement  
 
 155 N. Wacker Drive     20 University Road
 Chicago, IL  60606          Cambridge, MA 02138
   
 ",,,,,,,,,,
CONT_AWD_HHSD2002007226440012_7523_HHSD200200722644I_7523,HHSD2002007226440012,HHSD200200722644I,411350.00,2011-09-20,2011,075,Department of Health and Human Services (HHS),7523,CENTERS FOR DISEASE CONTROL,00200,DEPT OF HHS/CENTERS FOR DISEASE CONTROL,075,Department of Health and Human Services (HHS),7523,CENTERS FOR DISEASE CONTROL,00200,DEPT OF HHS/CENTERS FOR DISEASE CONTROL,,,004868105,RESEARCH TRIANGLE INSTITUTE,R T I INTERNATIONAL,004868105,RESEARCH TRIANGLE INSTITUTE,USA,UNITED STATES,3040 CORNWALLIS ROAD PO BOX 12194,RESEARCH TRIANGLE PARK,NC,,277092194,04,,"Contracts and Grants,Nonprofit Organization",Atlanta,GA,,303292206,05,USA,UNITED STATES,PILOT PROJECT FOR HEALTH SURVEILLANCE OF PEOPLE WITH INTELLECTUAL DISABILITIES,541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,sub-contract,2012,5, 9-312-0211448,48000.00,2012-04-13,2012,057984525,UNIVERSITY OF MASSACHUSETTS,Medical Schl Alumni Relations,079520631,UNIVERSITY OF MASSACHUSETTS,USA,UNITED STATES,333 SOUTH ST,Shrewsbury,MA,,015457807,03,,,,Shrewsbury,MA,,015457807,03,USA,UNITED STATES,SUBCONTRACT 9-312-0211448,,,,,,,,,,
CONT_AWD_0027_6800_EPW10055_6800,0027,EPW10055,120490.00,2011-02-07,2011,068,Environmental Protection Agency (EPA),6800,ENVIRONMENTAL PROTECTION AGENCY,SCO00,SUPERFUND/RCRA REGIONAL PROCUREMENT OPERATIONS DIVISION (SRRPOD),068,Environmental Protection Agency (EPA),6800,ENVIRONMENTAL PROTECTION AGENCY,6850,OFFICE FOR SOLID WASTE AND EMERGENCY RESPONSE (OSWER),,,112947395,"EASTERN RESEARCH GROUP, INC.",,216910739,ROBIN A REALISATIONS LTD,USA,UNITED STATES,110 HARTWELL AVE STE 1,LEXINGTON,MA,,024213134,07,,"Contracts and Grants,For-Profit Organization,S Corporation",LEXINGTON ,MA,,024214126,07,USA,UNITED STATES,PROFESSIONAL SERVICES FOR THE ORCR MISSION SUPPORT CONTRACT,541620,ENVIRONMENTAL CONSULTING SERVICES,sub-contract,2013,6,0289.00.002/1,143835.00,2013-04-03,2013,101163731,"CADMUS GROUP, INC., THE",,101163731,"CADMUS GROUP, INC., THE",USA,UNITED STATES,100 5TH AVE STE 100,WALTHAM,MA,,024518703,07,,"Contracts and Grants,For-Profit Organization,S Corporation",,Arlington,VA,,222092507,08,USA,UNITED STATES,"Task 1: Programmatic Support:
 Cadmus will at the technical direction (TD) of the ERG Task Order Manager support two ORCR technical directives
 related to various general technical support documents which may include:
 &#61623; Write ups on costs or cost savings associated with unique transport or handling requirements;
 &#61623; Briefing materials;
 &#61623; Fact Sheets; and/or
 &#61623; Technical descriptions or justifications.
 It is anticipated that each TD will require no more than 10 hours of effort for a total task effort of 20 hours.
 Task 2: Regulatory Support:
 Cadmus will at the TD of the ERG Task Order Manager support three ORCR technical directives related to OMB
 questions on the response to comments developed under the existing task order. The work is anticipated to include
 development of short memoranda responding to specific technical issues. It is anticipated that each TD will require no
 more than 20 hours of effort for a total task effort of 60 hours.
 Task 3: Data Collection, Review and Evaluation
 Cadmus will at the TD of the ERG Task Order Manager support data collection, review, and/or evaluation. These
 activities may include additional research and/or data collection of secondary data (all data will be non-CBI in nature),
 documentation of data sources, documentation of data quality, and/or documentation of data limitations. This effort is
 estimated to require no more than 15 hours of effort.
 Task 4: Analyses and Assessment
 Cadmus will at the TD of the ERG Task Order Manager support up to two ORCR technical directives related to
 qualitative and quantitative assessments of the Hazardous Waste Management System: Identification and Listing of
 Hazardous Waste: Carbon Dioxide Streams in Geologic Sequestration Activities. This task is anticipated to involve
 quick, specific analysis efforts with results summarized in short memoranda. It is anticipated that each TD will require
 no more than 15 hours of effort for a total task effort of 30 hours.
 Task 5: Information Collection and Presentation
 Cadmus will at the TD of the ERG Task Order Manager support up to one ORCR technical directive in support of a
 revised Information Collection Request (ICR) Supporting Statement and burden estimate spreadsheet. It is anticipated
 that the ICR revisions will address certification issues associated with the rule and will include only limited revised
 text for the ICR Supporting Statement and revisions to the burden estimate spreadsheets to incorporate certification
 burden. The ICR burden estimates will not include changes to the existing labor rates currently reflected in the
 spreadsheet. It is anticipated that the task will require no more than 10 hours.
 Management:
 In addition to the Task description above, Cadmus is authorized to expend 15 hours for administrative support and
 management of the amendment tasks.",,,,,,,,,,
CONT_AWD_0029_6800_EPW06072_6800,0029,EPW06072,400000.00,2013-06-14,2013,068,Environmental Protection Agency (EPA),6800,ENVIRONMENTAL PROTECTION AGENCY,68HE02,REGION 2 CONTRACTING OFFICE,068,Environmental Protection Agency (EPA),6800,ENVIRONMENTAL PROTECTION AGENCY,REG 2,REGION 2 (FUNDING OFFICE),,,044519429,WESTON SOLUTIONS INCORPORATED,,118341234,"WESTON SOLUTIONS HOLDINGS, INC.",USA,UNITED STATES,1400 WESTON WAY,WEST CHESTER,PA,,193801469,06,,"Contracts and Grants,For-Profit Organization",New York,NY,,100071866,10,USA,UNITED STATES,"IGF::OT::IGF $400,000 INCREMENT FUNDING OF TASK ORDER #0029 TO INITIATE YEAR 8 CORE-RESPONSE TEAM OF THE RST CONTRACT WITH WESTON SOLUTIONS (EP-W-06-072).",562910,REMEDIATION SERVICES,sub-contract,2014,4,0083851,29272.00,2014-03-04,2014,967376492,U.S. ENVIRONMENTAL RENTAL CORP.,,967376492,U.S. ENVIRONMENTAL RENTAL CORP.,USA,UNITED STATES,166 RIVERVIEW AVE,WALTHAM,MA,,024533843,07,,"Contracts and Grants,For-Profit Organization",,Waltham,MA,,024533843,07,USA,UNITED STATES,Equipment Rental,,,,,,,,,,
CONT_AWD_HHSM500T0002_7530_HHSM500200600023I_7530,HHSM500T0002,HHSM500200600023I,111009457.00,2012-04-01,2012,075,Department of Health and Human Services (HHS),7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,00500,DEPT OF HHS/CMS,075,Department of Health and Human Services (HHS),7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,00500,DEPT OF HHS/CMS,,,807899653,"NATIONAL GOVERNMENT SERVICES, INC.",,037955940,"WELLPOINT, INC.",USA,UNITED STATES,8115 KNUE RD,INDIANAPOLIS,IN,,462501936,05,,"Contracts and Grants,For-Profit Organization",Indianapolis,IN,,462501936,05,USA,UNITED STATES,NEXT GENERATION DESKTOP IGF::OT::IGF FOR OTHER FUNCTIONS,541512,COMPUTER SYSTEMS DESIGN SERVICES,sub-contract,2014,2,17118,28160.00,2014-02-03,2014,145375908,"BEACON HILL STAFFING GROUP, LLC",BEACON HILL TECHNOLOGIES,145375908,"BEACON HILL STAFFING GROUP, LLC",USA,UNITED STATES,152 BOWDOIN ST,BOSTON,MA,,021082702,09,,"Contracts and Grants,For-Profit Organization,Limited Liability Company",,Indianapolis,IN,,462501936,07,USA,UNITED STATES,QA tester - labor hour -temp to permanent,,,,,,,,,,
CONT_AWD_HHSN268201300047C_7529_-NONE-_-NONE-,HHSN268201300047C,,9744357.00,2013-08-16,2013,075,Department of Health and Human Services (HHS),7529,NATIONAL INSTITUTES OF HEALTH,00268,"NIH, NHLBI, DERA OA OFC ACQUISTIONS",075,Department of Health and Human Services (HHS),7529,NATIONAL INSTITUTES OF HEALTH,00268,"NIH, NHLBI, DERA OA OFC ACQUISTIONS",075-2013/2013-0872-000;075-2014/2014-0872-000;075-2015/2015-0872-000;075-2017/2017-0872-000,075-0872,928824473,UNIVERISTY OF MISSISSIPPI MEDICAL CENTER,UNIVERISTY OF MISSISSIPPI MEDICAL CENTER,,,USA,UNITED STATES,2500 N STATE ST,JACKSON,MS,,392164500,03,,"Contracts and Grants,Hospital,U.S. State Government",JACKSON,MS,,392164500,03,USA,UNITED STATES,IGF::OT::IGF JACKSON HEART STUDY RENEWAL FIELD CENTER,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",sub-contract,2015,6,66102690414-04BU,60269.00,2015-05-21,2015,604483045,TRUSTEES OF BOSTON UNIVERSITY,BOSTON UNIVERSITY MEDICAL CAMPUS,049435266,TRUSTEES OF BOSTON UNIVERSITY,USA,UNITED STATES,85 E NEWTON ST M-921,BOSTON,MA,,021182340,08,,"Contracts and Grants,Educational Institution,Nonprofit Organization,Private University or College",,Framingham,MA,,021182340,08,USA,UNITED STATES,"Form a Heart Failure Working Group to investigate heart failure risk factors, progression and outcomes based on the JHS data.
 Expand use and value of JHS data and help stimulate ancillary study proposals that use JHS data.",,,,,,,,,,
CONT_AWD_HHSN268201300047C_7529_-NONE-_-NONE-,HHSN268201300047C,,9744357.00,2013-08-16,2013,075,Department of Health and Human Services (HHS),7529,NATIONAL INSTITUTES OF HEALTH,00268,"NIH, NHLBI, DERA OA OFC ACQUISTIONS",075,Department of Health and Human Services (HHS),7529,NATIONAL INSTITUTES OF HEALTH,00268,"NIH, NHLBI, DERA OA OFC ACQUISTIONS",075-2013/2013-0872-000;075-2014/2014-0872-000;075-2015/2015-0872-000;075-2017/2017-0872-000,075-0872,928824473,UNIVERISTY OF MISSISSIPPI MEDICAL CENTER,UNIVERISTY OF MISSISSIPPI MEDICAL CENTER,,,USA,UNITED STATES,2500 N STATE ST,JACKSON,MS,,392164500,03,,"Contracts and Grants,Hospital,U.S. State Government",JACKSON,MS,,392164500,03,USA,UNITED STATES,IGF::OT::IGF JACKSON HEART STUDY RENEWAL FIELD CENTER,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",sub-contract,2015,6,66102690414-04UML,31279.00,2015-05-29,2015,956072490,UNIVERSITY OF MASSACHUSETTS,OFFICE OF RESEARCH ADMINISTRATION-LOWELL,079520631,UNIVERSITY OF MASSACHUSETTS,USA,UNITED STATES,600 SUFFOLK ST FL 2 S,LOWELL,MA,,018543983,05,,"Contracts and Grants,Educational Institution,State Controlled Institution of Higher Learning,U.S. State Government",,lowell,MA,,018543983,05,USA,UNITED STATES,"II. Major deliverables
 A. Assist with reviews of manuscript and ancillary study proposals submitted to the JHS Publications and Presentation Subcommittee and Ancillary Studies Subcommittee.
 B. Co-chair Working Group on Diet/Nutrition 
 1. Provide subject matter expertise 
 2. Propose manuscripts
 3. Provide input in prioritizing research ideas
 4. Serve as author/co-author on manuscript proposals and manuscripts
 C. Collaborate as author or co-author on at least 2 JHS manuscript proposals and 2 JHS penultimate manuscripts per year. 
 
 III. Performance requirements
 A. Ensure members of JHS Diet/Nutrition Working Group participate on time in teleconference calls of JHS Working Groups preparing manuscript proposals and manuscripts focusing on diet/nutrition: 1 hour, 1-2 times/month. 
 B. Ensure the JHS Diet/Nutrition Working Group collaborates annually in the submission of reviews of manuscripts proposals and ancillary study proposals on time.
 C. Collaborate as author or co-author on at least 2 JHS manuscript proposals and 2 JHS penultimate manuscripts per year.
 D. Travel to JHS to participate in annual meeting of Co-chairs of JHS Working Groups. 
 E. Submit semi-annual progress reports of the JHS Diet/Nutrition Working Group.
 ",,,,,,,,,,
CONT_AWD_HHSM500201100128G_7530_GS23F9755H_4730,HHSM500201100128G,GS23F9755H,52294544.69,2011-09-30,2011,075,Department of Health and Human Services (HHS),7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,00500,DEPT OF HHS/CMS,075,Department of Health and Human Services (HHS),7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,00500,DEPT OF HHS/CMS,,,006928857,BOOZ ALLEN HAMILTON INCORPORATED (3626),,964725688,Booz Allen Hamilton Holding Corporation,USA,UNITED STATES,8283 GREENSBORO DRIVE,MCLEAN,VA,,221023838,11,,"Contracts and Grants,For-Profit Organization",Rockville,MD,,208524279,08,USA,UNITED STATES,GOVT HEALTH INS PROGRAMS,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,sub-contract,2011,12,100660SB23,1100000.00,2011-12-06,2012,003676269,Bailit Health Purchasing LLC,BAILIT HEALTH PURCHASING,,,USA,UNITED STATES,56 PICKERING ST STE 3,Needham,MA,,024923156,09,,,,Needham,MA,,024923156,09,USA,UNITED STATES,"Provide technical assistance to states on behalf of Centers for Medicare and Medicaid Services (content development and delivery, assistance with certification and monitoring strategies).",,,,,,,,,,
